caseId,currentMessage,context,historicalResponse,goldIntent
golden-162,@115833 Calling is still not available in India🤨,"CUSTOMER: Call for backup, manage your arsenal and much more with the perfect Destiny 2 companion - the all new Ghost skill for Alexa. Learn more: https://t.co/AKX5Lyv4ls https://t.co/53Q1qEqpeR | CUSTOMER: @115833 Can I️ ask her to fix the end game ?",@231614 We haven't made any announcement yet. Please see the Echo page https://t.co/PZqot9vfBI for all the features of the device. ^AR,OTHER / UNCLEAR
golden-163,@AmazonHelp Disappointed that an invite for Echo has still not been sent. :((,"CUSTOMER: @115850 Hey.. I missed ordering the Echo on my last invite. Can I please get another one? | SUPPORT: @126724 Hey, could you let me know when have you received the invite? ^AH | CUSTOMER: @AmazonHelp I received the invite on October 5. | SUPPORT: @126724 Invitations are valid only for 3 days. You can request for an invite again on Amazon.in. ^HA | CUSTOMER: @AmazonHelp I have already done that. I was hoping you can reactivate my expired invitation. | SUPPORT: @126724 Wish we could reactivate the old one. However, I'll ensure to share your comments internally to work on. ^CB | CUSTOMER: @AmazonHelp Thank you. | SUPPORT: @126724 You're welcome. Do keep us posted for any further concerns. ^SG","@126724 We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^SV",Product & Digital Services
golden-164,@AmazonHelp Can you tell me right now where is my package I will go there and pick my self i dont believe any more on amazon.,,@182306 Drop in your details in the above link shared &amp; we'll help you with your concern. 2/2 ^MJ,Delivery & Tracking
golden-165,Amazonプライム会員だけど観方が分からないッツ,,@143749 こちらの作品でしょうか→https://t.co/Fqr0BtQXMG SK,Prime & Subscription
golden-166,@AmazonHelp There is such mail from your. Only one mail I have received from your end on 26th asking for feedback. When I have not received your product how can you ask for feedback.. Please call me if possible to sort out this issue. Waiting for your revert,"CUSTOMER: @115850 still waiting for my to delivered. Ordered same in Oct 12 also I have paid to for &amp; 2dy is 24 Nov.. Now it's more dn a month also I am trying to reach your customer care as well.nt gtng ny response from the them as well.
Order ID:- 4__credit_card__. Please revert asap. | SUPPORT: @145395 I'm extremely sorry for the delay in the delivery of your order. We'd like to look into this, kindly drop in your details here:https://t.co/beaaDm0muc and we'll have this checked right away. 1/2 ^EM | SUPPORT: @145395 Also, please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ Appreciate your understanding. 2/2  ^EM | CUSTOMER: @AmazonHelp Submitted with my query on your link. Please resolve my problem on priority. | SUPPORT: @145395 It seems like we haven't received your details yet. Kindly share your details from your registered Amazon account through the link provided earlier and we'll get back to you soon with an appropriate resolution. ^SY | CUSTOMER: @AmazonHelp Please find the screen shot confirmation massage from Amazon.. https://t.co/sadww2yjh6 | SUPPORT: @145395 Thank you for confirming, we'll look into it and get back to you soon with an update. ^SI | CUSTOMER: @AmazonHelp Waiting for your revert.. Not expected this type of service from you.. You don't have any courtesy to call your customer and update on status of my order.. Very bad experience from your regular customer.. | SUPPORT: @145395 I realize you're upset. We'd want to fix this too, Sunil. However, we're unable to move forward with your concern until you write to us using your registered email address, the same using which the order was placed. Please do the needful. ^JC | CUSTOMER: @AmazonHelp __email__.. Now you are asking for registered mail id from where I ordered. Anyway please update now.. | SUPPORT: @145395 Please don’t provide your account details as we consider them to be personal information. Our Twitter page is visible to public. We're unable to access the details over this medium, Sunil. Please use the secured link provided earlier to share details directly. ^JC | CUSTOMER: @AmazonHelp Boss have shared my details in your link twice.. What you have provided..I t seems you guys are not having any details on my order.  For that reason from morning ypu guys are playing with me.. Not expected this type of customer service from your end.. | SUPPORT: @145395 I'm sorry for the miscommunication. Our team has sent a correspondence to your registered email address. Kindly check for the same and reply to the email accordingly. ^AP | CUSTOMER: @AmazonHelp Still i am waiting for your revert.  Have no clue why you are guys are talking so much of time to deliver. If you guys are not able to deliver kindly refund my money. Please update me on priority.. Have shared all details in link along with my concern.. | SUPPORT: @145395 I get your disappointment, Sunil. We have responded to your query here: https://t.co/QxWoyTGrO3. Request you to check and respond for further assistance. ^NK",@145395 Could you please confirm if you've received the email from our social media team? ^HS,Delivery & Tracking
golden-167,@117086 nao estou conseguindo adicionar outro cartao de debito 😭😭😭😭,,"@151194 Oi, você recebe alguma mensagem de erro ao tentar adicioná-lo? ^LG",Payment & Charges
golden-168,@118117 @115821 what size speaker does it have?,"CUSTOMER: The new #Sonos One with @115821 Alexa. Play your music, hands-free. Just ask.  https://t.co/UCZQG2uhpB",@188453 You can find more info about the speaker by heading to this link: https://t.co/T7BwlbTYoP ^GL,Product & Digital Services
golden-169,@AmazonHelp No. Customer service just said prime only applies to after its shipped.And I’ve never not had something fulfilled by amazon shipped next day,"CUSTOMER: Getting kinda frustrated with @115821 and #amazonprime. Sometimes I wonder if this is even worth paying for when they do crap like this. | SUPPORT: @182214 W/out giving any order/account specific details, can you let us know what happened please? ^KM | CUSTOMER: @AmazonHelp I ordered something through prime and now it’s going to be almost a week. And yet it says order by today to receive in 2 days? | SUPPORT: @182214 Were you given any reason for the delay? ^KM","@182214 Just to confirm, did we miss the delivery day in the confirmation e-mail? You can check here: https://t.co/oB0iyLX8Sd ^BH",Delivery & Tracking
golden-170,@AmazonHelp Uhh yeah I’ve been trying those “tips” for the last hour and none of them solve the issue of the remote not working.,CUSTOMER: @AmazonHelp Um what is the point of sending me a Fire TV Stick if the remote that comes with it DOESN’T WORK??! Battery change does nothing. | SUPPORT: @181438 I'm sorry the remote is working. Please try these tips to help get it going and keep us posted: https://t.co/EbiDmAFGMU ^CL,@181438 Reach out to us here so our Fire TV Support can have a look into this with you: https://t.co/kdDstzayqu ^CL,Product & Digital Services
golden-171,@AmazonHelp OMG. Ur incompetence is. Der is no option 4 da user 2 reply. Do u even know wat ur saying / how ur system works ?pls c atchd file #pathetic https://t.co/LHqQFuJBKc,"CUSTOMER: @115821 @AmazonHelp @115850 kindly refund my money ASAP, if you care enough. ur #customerserviceagents anyways dnt care #neveragain https://t.co/y47WXglPNl | SUPPORT: @180884 Please reply to the email you received from our specialist team and we will assist you accordingly. (2/2)^HR | CUSTOMER: @AmazonHelp Are u going to assist me with refunding ? Otherwise dont bother. Just return my money ASAP @115821 @115850 | SUPPORT: @180884 We would be glad to assist you, Abhijit. Kindly revert to the email sent so that we can assist you. ^KS | CUSTOMER: @AmazonHelp -stop this hollow, fake customer care tweeting. Return my money ASAP | SUPPORT: @180884 If you are unable to find or email fill the form here: https://t.co/GIJyeYqKE0 &amp; we'll get back to you. 2/2 ^MJ | CUSTOMER: @AmazonHelp @115850 - it's been 5 days and you still have not refunded ?? | SUPPORT: @180884 We've sent a correspondence to your registered email ID here: https://t.co/NTkrxpsbHJ. Kindly check and revert. ^PS | CUSTOMER: @AmazonHelp - hey there is NO update rgd my refund. Last email said 5 days. No update since then. Pls check b4 u reply &amp; stop misinforming. | SUPPORT: @180884 We'll not be able to check your information over Twitter. Could you write back to the last email update you (1/2) ^GK | SUPPORT: @180884 received from us and we will get back with the latest update? (2/2) ^GK","@180884 As this is being the social platform, please don't provide order details, as we consider it personal information.(3/3)^HR",OTHER / UNCLEAR
golden-172,@AmazonHelp È li che avevo visto è c’è scritto solo che lo sta gestendo Amazon logistic,"CUSTOMER: Certo, tu guardi le offerte Black Friday è su @120540 ti parte un ordine di una fotocamera. Te ne accorgi dopo 3 ore e non te lo annullano più. Io la chiamo truffa questa cosa qui | SUPPORT: @149067 Gli ordini possono essere effettuati solo dai clienti. Contatta il Servizio Clienti per richiedere assistenza, tramite questo link: https://t.co/aZ4nWoOckH. A presto! ^CS | CUSTOMER: @AmazonHelp Infatti il cellulare è mio che sono cliente prime da anni, ho contattato chiunque ma non vogliono annullarlo | SUPPORT: @149067 Si tratta di un articolo venduto e spedito da Amazon oppure da un venditore? ^BC | CUSTOMER: @AmazonHelp Non lo so, non lo trovo scritto sull’ordine | SUPPORT: @149067 Puoi verificarlo da qui: https://t.co/COzo1aVTjC. ^PS","@149067 In questo caso allora la fotocamera è spedita direttamente da Amazon.it. Dai un'occhiata qui: https://t.co/sRFy73JuFi per vedere come cancellare il tuo ordine, se non si può più modificare perché già entrato nella fase della spedizione. ^GD",Delivery & Tracking
golden-173,@AmazonHelp @115821 @115851 https://t.co/Uizl5hyejN,"CUSTOMER: @115821 @AmazonHelp @115851 having difficulty returning a defective product to one of your third-party vendors… Not happy 😡 https://t.co/wWty1BIJiJ | SUPPORT: @171590 Hi, sorry to hear this, when you contacted the seller, what did he/she advise? ^AS | CUSTOMER: @AmazonHelp 30 days have passed, so too bad, you're screwed | CUSTOMER: @AmazonHelp 404.274.0004 | SUPPORT: @171590 We'd like to look further into it with you in real-time. Please reach out to us via phone/chat here: https://t.co/hApLpMlfHN ^WJ | CUSTOMER: @AmazonHelp CALL ME 040.274.0004","@171590 We don't have access to acct info via Twitter, but we want to help if we can! Please reach us via chat or phone using the ...1/2",OTHER / UNCLEAR
golden-174,"@AmazonHelp I've been in the prime queue, kindle queue, the echo queue, and now on hold again.","CUSTOMER: the @amazonhelp queue is clueless on Amazon Household | SUPPORT: @116322 I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info? ^AC | CUSTOMER: @AmazonHelp legacy ""shared prime benefits"" account trying to join an amazon household of the prim. account holder to share echo and set up voice profile",@116322 We'd like to look deeper into this issue. Please provide us with more information here: https://t.co/wpDDiHUP4k. ^LH,OTHER / UNCLEAR
golden-175,@AmazonHelp  bloody hell take the details from hea n check it now,"CUSTOMER: @115850 1/2you don't take my problem with high priority..i have 2 issue with Amazon. But you're careless about my problem | SUPPORT: @182223 I'm sorry about that, orders are delivered by the estimated delivery date. Could you please let us know more about (1/2)^VR | SUPPORT: @182223 About the cashback offer you are referring to, so that we can look into it. (2/2) ^VR | CUSTOMER: @AmazonHelp  call i will tell you all in detail 9085953161 | SUPPORT: @182223 As this is a social media platform, we can't view your account/order details. (1/2)^HR | SUPPORT: @182223 Hence, please share your details from the link above to assist further. (2/2)^HR | CUSTOMER: @AmazonHelp https://t.co/1squVVgfln | SUPPORT: @182223 Anand, could you confirm if you've shared the details via the link provided earlier? ^MS | SUPPORT: @182223 Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public. ^MS",@182223 and we'll get back to you soon. (2/2) ^VR,OTHER / UNCLEAR
golden-176,@AmazonHelp « Le code promo que vous avez saisi n’est pas valide »,"CUSTOMER: @120533 vous faites le black friday ? Ça a commencé ? Parce que y’a pas vraiment d’offres là. | SUPPORT: @145900 Bonjour, notre Black Friday Week a commencé le 20 Novembre 2017😉 ^SM | CUSTOMER: @AmazonHelp Ah ouais..? Pas beaucoup d’offres par rapport à l’année dernière. Surtout sur les consoles et les jeux vidéos. Vous m’avez habitué à mieux | SUPPORT: @145900 Nous nous efforçons de vous proposer des promotions sur une large gamme d'articles. Restez connecté, toutes nos offres seront disponibles sur le site.^FT | CUSTOMER: @AmazonHelp Pourquoi votre code promo NOW15 ne marche pas ? | SUPPORT: @145900 Quel est le message obtenu au moment de l'application de la promotion ? Pouvez-vous m'expliquer davantage, s'il vous plait ? ^SB","@145900 Rassuez-vous, on prendra en charge votre demande mais avant tout, est-ce que vous pouvez me communiquer l'article sur lequel vous souhaitez appliquer ce code ? ^AR",Payment & Charges
golden-177,@115830 hi is the Amazon call back option free or am I better phoning the 0800 number,,@183109 Sorry for the delay Brian- The call back option reverses the call so it's free. Anything we can help you with here? ^NV,OTHER / UNCLEAR
golden-178,@AmazonHelp Ah dommage je n'achèterais pas alors. Vous ne savez pas si vous en aurez à nouveau en stock ? (vu que ce sont les nouveaux ipad pro).,"CUSTOMER: @AmazonHelp bjr, pas d ipad pro 10,5 64go en stock chez vous ? (Pas vendeurs tiers ! Uniquement vendu et expédié par amazon) | SUPPORT: @150780 L'article est disponible seulement auprès des vendeurs tiers. ^ASZ",@150780 Nous n'avons malheureusement pas de visibilité dessus pour l'instant. Restez connectée :) ce sera mis à jour dès qu'il y a du nouveau.,Product & Digital Services
golden-179,"@AmazonHelp I've already spoken on the phone and had the delivery cost refunded, but you still can't tell me if/when the item will actually arrive 🤦‍♂️","CUSTOMER: @115830 2nd order messed up in the space of 2 weeks. Express pre-1pm delivery today only to be told royal mail don't even have it yet! | SUPPORT: @162513 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM | CUSTOMER: @AmazonHelp When you charge £8.98 on a £30 order for pre-1pm next day delivery as a prime member, you should do more than just ""aim"" | SUPPORT: @162513 I'm sorry that didn't arrive! Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B for more assistance. ^TK",@162513 Has your tracking info updated to reflect any new information; delivery date or delay? ^KH,Delivery & Tracking
golden-180,"@AmazonHelp 2 par amazon, un par un vendeur tier en effet","CUSTOMER: @AmazonHelp Bonjour, pourquoi est ce impossible de sélectionner un point relais lors de la validation de ma commande, lorsque je clique sur ""trouver un point relais près de chez vous"" rien ne se passe. | SUPPORT: @152477 Bonjour, s'agit-il d'articles expédiés par Amazon ou par un vendeur tiers? 
^SA","@152477 C'est le produit qui vendu et expédié par un tiers qui pose problème, car il ne peut pas être livré dans un relais. Cette option est possible juste pour les produits vendus et expédiés par Amazon. ^BR",Seller & Marketplace
golden-181,@115850 needs to find a better way to make money than looting the customer,,"@158372 Not something we want you to experience. Kindly let us know, how can we make things better for you. ^CB",OTHER / UNCLEAR
golden-182,@AmazonHelp Ça réponds vite chez @AmazonHelp ^^ C'est une visa mais je sais que ça ne vient pas de chez vous juste @8108 qui fait une carte non fonctionnelle et ensuite accuse les commerçants.,"CUSTOMER: @120533 C'est aussi de votre faute si les paiements depuis la visa @8108 sont refusées ? | SUPPORT: @147574 Bonjour, voici la page d'aide indiquant les moyens de paiements acceptés sur notre site https://t.co/NWgrSxM2oR ^ME","@147574 D'accord. En tout cas, nous restons à votre entière disposition en cas de besoin 🙂. ^FA",Payment & Charges
golden-183,23h13 : peut-être que le livreur c'est fait une petite bouffe avant de reprendre le boulot @120533 https://t.co/kFMPhYQzEE,,"@156255 Bonsoir, je suis sincèrement désolée pour cela, pouvez-vous nous indiquer le nom du transporteur ayant pris en charge votre livraison je vous prie ? 
^KE",Delivery & Tracking
golden-184,Went to buy something on @115821 apparently two-day shipping means Monday now?,,"@126333 Two-Day refers to the travel time once it ships. Some items have additional processing, we include that into the date. ^MW",Delivery & Tracking
golden-185,@AmazonHelp There not prime subscriber deals though. Plus I’m in the UK. I know where to find Black Friday deals. You again have not read nor understood my tweet have you? Is this account run from the same customer service centre in India?,"CUSTOMER: @115830 Where is all the PRIME member specific offers for Black Friday? The early deals? The prime only deals? This years so called sales seem a little shit actually. | SUPPORT: @142675 Thanks for reaching out to us! You can check here for Black Friday deals: https://t.co/2bmQTiqkh2 Hope this helps! Please let us know if there is anything further we can assist with.
~Marvel H.","@142675 If you select ""Upcoming"" on the right hand side of the page of our deals, as a Prime member, you will have access to these deals 30 minutes early! You can check those out here: https://t.co/yJmcxcmJX7 ^BE",Prime & Subscription
golden-186,"@AmazonHelp Wednesday for one, today for the other. We’ll see what happens to the next one.","CUSTOMER: What’s up with @115821 delaying my last two entirely separate Prime orders? One’s in Kentucky, five extra days late, the other is local, but held up. Come on. | SUPPORT: @138658 I'm very sorry for this wait. What was the original delivery estimate given at Checkout: https://t.co/Y5jpI9gRhE ^DO",@138658 Are you seeing this trend with a specific carrier? Please let us know! ^MT,Delivery & Tracking
golden-187,"@AmazonHelp Did while having a chat on FB, was informed will get back, nothing happened","CUSTOMER: @115850 @115851 Very pathetic service, Kept giving assurances of best service, canceled order after 13 days, Orde#171-4584530-0179506 | SUPPORT: @190746 Don’t provide your order details as we consider them to be personal information. Our Twitter page is visible to public.(2/2)^RS | SUPPORT: @190746 We apologize for the trouble. A canceled order is followed by an email with the reason for the same. Please check.(1/2)^RS | CUSTOMER: @AmazonHelp Why false assurances then | CUSTOMER: @AmazonHelp Canceled order, what's personal. Pathetic service visible to all @115851 | CUSTOMER: @AmazonHelp From day 1 I was telling Via emails and call but u guys kept me waiting giving assurances. I even told that the seller has wrong pin code. | SUPPORT: @190746 I'm sorry for the trouble. I'll pass this feedback to the concerned team internally so they can have a look at it. ^AU | SUPPORT: @190746 your details here:https://t.co/beaaDm0muc and I'll reach out to you soon. 2/2^EM | SUPPORT: @190746 I understand how upsetting such a situation can be, I'd like to look into this for you, kindly drop in 1/2^EM",@190746 We'll get back to you shortly with an update. Appreciate your cooperation. ^BS,OTHER / UNCLEAR
golden-188,@115830 waited in all day for my amazon prime for it not to arrive. Won't be renewing and it's needed for Friday. So annoyed https://t.co/Pxq2h8jdF9,,"@138686 Hello Charlotte. I'm very sorry to hear you haven't received your order as promised! This certainly isn't what we strive for and we want to help you look further into what's going on. When you have the chance, please ring us here: https://t.co/JzP7hlA23B. ^HC",Delivery & Tracking
